compound_id,smiles
ZINC000096095535,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C
ZINC000096095661,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O
ZINC000096282634,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)NCc1ccccc1
ZINC000096282638,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCc1ccccc1
ZINC000096306285,Cc1c([C@H](C)[C@H]2NC[C@@H](C)C[C@H]2O)ccc2c1C[C@H]1[C@H]2CC=C2C[C@@H](O)CC[C@@]21C
ZINC000096901442,C/C=C(/C)C(=O)O[C@@H]1C[C@H](C)[C@H]2CC(=O)C(C)=C2C[C@@H]1C(C)(C)OC(C)=O
ZINC000096903077,CC(=O)O[C@H]1C[C@]2(O)C(COC(=O)[C@H](OC(=O)CC(C)C)C(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]1(O)COC(=O)CC(C)C
ZINC000096903078,CC(=O)O[C@H]1C[C@]2(O)C(COC(=O)[C@@H](OC(=O)CC(C)C)C(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]1(O)COC(=O)CC(C)C
ZINC000096903423,CC(C)C[C@@H]1c2c(O)c(C=O)c(O)c(C=O)c2O[C@]2(C)C=C[C@@H](C(C)C)C[C@H]12
ZINC000096904609,CC(C)=CC(=O)O[C@@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@]56CC[C@](O)(OC5)C(C)(C)[C@@H]6CC[C@@]4(C)[C@]3(C)CC[C@]21C(=O)O
ZINC000096908777,CC1=CC(=O)C[C@@]2(C)C[C@H]3OC(=O)C(C)=C3C[C@H]12
ZINC000096923938,CC(=O)O[C@H]1CCC(C)(C)[C@]2(O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3[C@H](C=C4OC(=O)C=C4[C@@]3(C)O)[C@@]12C
ZINC000096934667,COc1cc(CC[C@@H](O)C[C@@H](O)CCc2ccc(O)cc2)cc(OC)c1O
ZINC000096941624,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000097971832,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3C[C@@H]3O[C@]4(CC[C@@H](C)CO4)[C@@H](C)[C@@H]32)C1
ZINC000097978537,CC(C)(O)[C@H]1CC[C@@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O)[C@H]5C(C)(C)[C@@H](O)CC[C@@]56C[C@@]46CC[C@]23C)O1
ZINC000098043719,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1[C@H](O)C[C@]2(C)O
ZINC000098052859,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
ZINC000098214404,COc1c(O)ccc2c1[C@@H](CC(C)=O)N(C)c1c-2ccc2cc3c(cc12)OCO3
ZINC000098214406,COc1ccc2c(c1OC)[C@@]13CCN(C)[C@@]14C[C@@H]2O[C@@]4(OC)[C@@H](OC)C(=O)C3
ZINC000098214408,CC(C)C1=C[C@H]2[C@@H]3[C@@H](C(C(C)C)=CC(=O)[C@]3(C)O)[C@@H]1C(=O)[C@]2(C)O
ZINC000098214409,CC1(C)CCC[C@H]2[C@]3(C)CC[C@@](C)([C@@H](O)CO)C[C@H]3CC[C@@]21O
ZINC000098214416,CC1(C)C[C@@H](O)C[C@]2(C)[C@@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@](C)(O)C3
ZINC000098214422,C=C1[C@@H]2C[C@H](O)[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O)[C@H]4CC[C@]3(C2)[C@@H]1O
ZINC000098214428,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C1\C[C@H](OCC)OC1=O
ZINC000098214437,COc1ccc(C[C@H]2C(=O)OC[C@@H]2[C@@H](OC(C)=O)c2ccc(OC)c(OC)c2)cc1OC
ZINC000098214443,C=C1CC[C@@H]2O[C@]2(C)CC[C@@H]2[C@@H]1OC(=O)C2(C)C
ZINC000098214444,C=C1CC[C@@H]2O[C@@]2(C)CC[C@@H]2[C@@H]1OC(=O)C2(C)C
ZINC000098214445,C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1OC(=O)C2(C)C
ZINC000098214446,CC(C)(O)[C@@H]1CC[C@]2(C)CCC[C@](C)(O)[C@H]2C1
ZINC000098214460,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H](O)C(C)(C)O
ZINC000098214465,CC1(C)C(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H]([C@H]5COC(=O)C5)CC[C@]4(C)C3=CC[C@@H]12
ZINC000098214467,C[C@@H](CC(=O)[C@H]1OC1(C)C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]12C
ZINC000100003619,Cn1cnc(N)c2ncnc1-2
ZINC000100006770,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
ZINC000100006772,O=C1O[C@H]([C@H](O)CO)C(O)=C1O
ZINC000100009278,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@@H](CO)c1ccccc1)C2
ZINC000100009280,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2
ZINC000100009542,O=C(O)[C@@]1(O)C[C@@H](O)[C@H](O)[C@H](O)C1
ZINC000100009863,c1ccc2c(c1)[nH]c1ccccc12
ZINC000100014157,COc1ccc2c3c([nH]c2c1)C(C)=NCC3
ZINC000100014196,O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21
ZINC000100014205,OC[C@H](O)[C@H](O)[C@H](O)CO
ZINC000100014731,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1
ZINC000100015048,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O
ZINC000100016113,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
ZINC000100016123,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)[C@H](C(C)=O)C(=O)[C@@]12C
ZINC000100016127,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)[C@H](C(C)=O)C(=O)[C@]12C
ZINC000100016128,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)[C@@H](C(C)=O)C(=O)[C@@]12C
ZINC000100016131,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)[C@@H](C(C)=O)C(=O)[C@]12C
ZINC000100017511,C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O
ZINC000100018343,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O
ZINC000100018557,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21
ZINC000100018612,OC[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000100018867,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000100020477,C=C1[C@H]2CC[C@@H](C2)C1(C)C
ZINC000100024175,CC1=CC[C@H]2C[C@H]1C2(C)C
ZINC000100030812,O=C(O)[C@@H]1[C@H]2CC[C@@H](O2)[C@@H]1C(=O)O
ZINC000100030817,O=C(O)[C@H]1[C@H](C(=O)O)[C@H]2CC[C@H]1O2
ZINC000100035092,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
ZINC000100035100,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@](C)(C(=O)O1)[C@@H]2[C@@H]3C(=O)O
ZINC000100036924,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
ZINC000100037020,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21
ZINC000100037272,COc1cc(C(=S)N2CCOCC2)ccc1O
ZINC000100037586,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H]1O
ZINC000100037633,O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O
ZINC000100038169,COc1cc([C@@H]2Oc3ccc([C@@H]4Oc5cc(O)cc(O)c5C(=O)[C@H]4O)cc3O[C@@H]2CO)ccc1O
ZINC000100038173,COc1cc([C@@H]2Oc3ccc([C@@H]4Oc5cc(O)cc(O)c5C(=O)[C@H]4O)cc3O[C@H]2CO)ccc1O
ZINC000100038257,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O)C[C@@](O)(C(=O)O)C[C@H]1O
ZINC000100038347,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3O)c2)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000100040119,C=C1CC[C@H]2C[C@H]1C2(C)C
ZINC000100042156,O=C1O[C@H]([C@@H](O)CO)C(O)=C1OP(=O)(O)O
ZINC000100042889,C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O
ZINC000100051847,O[C@H]1CCN2Cc3ccccc3N=C12
ZINC000100052581,O=C1O[C@@H]([C@H](O)CO)[C@@H](O)[C@H]1O
ZINC000100055342,O[C@H]1[C@H](O)C[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000100057102,O=C1OC(=O)[C@H]2[C@H]1[C@H]1CC[C@H]2O1
ZINC000100057105,O=C1OC(=O)[C@@H]2[C@H]1[C@H]1CC[C@H]2O1
ZINC000100058015,C=C[C@@]12CN(C)[C@H]3C[C@@]14C(=Nc1ccccc14)[C@H]1C[C@@H]2[C@@H]3CO1
ZINC000100058075,C=C1C[C@]23CC[C@H]1C[C@H]2[C@@]12CCC[C@@]4(C)[C@@H]5OCCN5[C@H]1O[C@@H]3[C@@H](OC(C)=O)[C@H]42
ZINC000100058108,COc1cc(OC)c2c(c1)O[C@@]1(c3ccc(OC)c(OC)c3)[C@H](c3ccccc3)[C@@H](C(=O)N(C)C)[C@@H](O)[C@@]21O
ZINC000100058134,CC(=O)O[C@@H]1[C@H]2[C@@H]3C[C@@]14C(=Nc1ccccc14)[C@@H]1C[C@H]2[C@@H](C=O)[C@H](C)N13
ZINC000100058388,COC1=CC(=O)/C(=C(O)\C=C\c2ccccc2)C1=O
ZINC000100058567,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O
ZINC000100058576,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@@]34[C@H](C(C)(C)C)[C@H]5O)[C@@]12O
ZINC000100058649,C=C1[C@@H]2CC[C@H]3[C@@]45CO[C@@](O)([C@@H](O)[C@@H]4C(C)(C)C=CC5=O)[C@]3(C2)[C@@H]1OC(C)=O
ZINC000100058673,C=C1C(=O)[C@]23C[C@H]1[C@@H](O)[C@H](OC(C)=O)[C@H]2[C@]1(C)[C@@H](OC(C)=O)C[C@H](OC(C)=O)C(C)(C)[C@H]1C[C@@H]3OC(C)=O
ZINC000100058724,C[C@@]12CCC[C@@]3(COC1=O)[C@H]1CC[C@@H]4C[C@@]1(CC[C@H]23)C[C@@]4(C)O
ZINC000100059120,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@](C)(OC(C)=O)C[C@@H](OC(=O)c3ccccc3)[C@]12O
ZINC000100059124,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@](C)(OC(C)=O)C[C@@H](OC(=O)/C=C/c3ccccc3)[C@]12O
ZINC000100059134,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1[C@H](OC(=O)/C=C/c1ccc(O)cc1)C[C@]2(C)O
ZINC000100059326,COc1cc([C@H]2OC[C@]3(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](c4cc(OC)c(O)c(OC)c4)OC[C@H]23)ccc1O
ZINC000100059350,CCCCCCCCCCCCCCCCCCCCCC[C@H](O)C(=O)OCC
ZINC000100059407,O=C(O)C[C@@]1(O)CC[C@H](O)CC1
ZINC000100059931,CC(C)=C1C[C@H]2O[C@]2(C)CC[C@H]2O[C@@]2(C)CC1=O
ZINC000100060037,CC1(C)CC[C@@]23C=C[C@@]4(OO2)[C@@](C)(CC[C@@H]2[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]24C)[C@@H]3C1
ZINC000100060212,COC(=O)[C@@H](OC(C)=O)[C@H]1C(C)(C)C(=O)[C@@H]2C=C3[C@H](CC[C@]4(C)[C@H]3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2=O
ZINC000100060215,COC(=O)[C@@H](O)[C@@H]1[C@@]2(C)[C@H]3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C[C@@]45O[C@@]4(O)C(=O)[C@]1(C)C[C@]2(O)[C@H]4[C@@]35O
ZINC000100060223,COC(=O)[C@@H](O)[C@@H]1[C@@]2(C)[C@H]3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C[C@@]45O[C@H]4C(=O)[C@]1(C)C[C@]2(O)[C@H]4[C@@]35O
ZINC000100060346,CCOC(/C=C/c1ccccc1)=C1/C(=O)C=C(OC)C1=O
ZINC000100060352,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](OC(=O)/C=C/c3ccc(O)cc3)[C@H](O)[C@H]2O)[C@H]2[C@@H]1CC[C@]2(C)O
ZINC000100062020,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@]34[C@@H]5OC(=O)[C@@]3(O[C@@H]3OC(=O)[C@H](O)[C@@]34[C@H](C(C)(C)C)[C@H]5O)[C@@]12O
ZINC000100064387,O=C1OC[C@@H](Cc2ccc3c(c2)OCO3)/C1=C\c1ccc2c(c1)OCO2
ZINC000100064968,O=c1c2ccccc2nc2n1CC[C@@H]2O
ZINC000100067315,O=C(/C=C(O)/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1
ZINC000100067332,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O
ZINC000100067334,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O
ZINC000100068378,CN1[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1C[C@@H]2O
ZINC000100068422,C=C1[C@@H](O)C[C@H](OC(C)=O)[C@]2(C)[C@@H]1C[C@@H]1C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C1(C)C
ZINC000100068959,C[C@]12C(=O)OC(=O)[C@@]1(C)[C@H]1CC[C@H]2O1
ZINC000100070359,C/C=C/C(=O)C1=C(C)C=CCC1(C)C
ZINC000100073495,C=C[C@@H]1[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@@H]1CCOC(=O)c1cc(O)c(O)c(O)c1
ZINC000100090046,O=C1c2c(O)cccc2[C@H]([C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21
ZINC000100091446,Cc1cccc2c3c(ccc12)C(O)=C([C@@H](C)CO)C(=O)C3=O
ZINC000100091452,Cc1cccc2c3c(ccc12)C(O)=C([C@H](C)CO)C(=O)C3=O
ZINC000100145066,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(C=O)[C@H]5[C@H](O)C[C@]43C)[C@@H]2[C@]1(C)O
ZINC000100145143,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C=C[C@]24OC(=O)[C@@]5(CC[C@@H](C)[C@H](C)[C@H]52)CC[C@]43C)C1(C)C
ZINC000100158073,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O)C[C@@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@H]1O
ZINC000100159215,CC(C)=CCC/C(C)=C/C[C@@H](O)/C(C)=C/CC[C@@]1(C)[C@H](CCCO)/C(=C(/C)C=O)CC[C@]1(C)O
ZINC000100194925,O=C1O[C@@H]([C@@H](O)CO)C(O)=C1OP(=O)(O)O
ZINC000100302128,C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@H]3[C@@H](O)[C@@H]21
ZINC000100302137,C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21
ZINC000100371497,C=CC[C@]12C=C(OC)C(=O)[C@H](C1=O)[C@H](c1ccc(OC)c(OC)c1)[C@H]2C
ZINC000100463273,Oc1ccc2ccccc2c1/N=N/c1ccc(/N=N\c2ccccc2)cc1
ZINC000100472977,C=C1[C@@H]2C[C@]3([C@@H]1O)[C@H]1C[C@@H]4[C@@]5(C)CC[C@H](O)[C@@]4([C@H]1N(CC)C5)[C@@H]3CC2=O
ZINC000100519658,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@]34[C@H](C(C)(C)C)[C@H]5O)[C@@]12O
ZINC000100519663,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@]34[C@H](C(C)(C)C)[C@H]5O)[C@@]12O
ZINC000100622510,C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@]2(C)[C@H]([C@H](C)CCCC(C)C)CC[C@@H]12
ZINC000100732483,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
ZINC000100772650,CC(C)C[C@@H]1c2c(O)c(C=O)c(O)c(C=O)c2O[C@]2(C)C=C[C@@H](C(C)C)C[C@@H]12
ZINC000100780996,CC1(C)C[C@H]2C(=O)CC[C@@H]3O[C@@]3(C)CC[C@@H]21
ZINC000100822245,COc1cc([C@@H]2Oc3ccc([C@@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3O[C@H]2CO)ccc1O
ZINC000100826366,CC1=CC(=O)[C@H](O)[C@H](C)[C@]12CC[C@H]([C@@](C)(O)CO)C2
ZINC000100828831,O=C1c2c(-c3ccc(O)cc3)ccc3ccc4c(c23)[C@H]2[C@@H]3c5c(ccc6ccc(-c7ccc(O)cc7)c(c56)C(=O)[C@]3(O)O4)O[C@@]12O
ZINC000100859875,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@H]3[C@@H](O)[C@H]12
ZINC000100867016,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
ZINC000100900279,O=C1CCC[C@@H]2[C@@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3
ZINC000100908278,O=C1OC(=O)[C@H]2[C@H]3CC[C@@H](O3)[C@H]12
ZINC000101151209,CC(C)=CCC/C(C)=C/Cc1c(O)c(CC=C(C)C)cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)c1O
ZINC000101151211,CC(C)=CCC/C(C)=C/Cc1c(O)c(CC=C(C)C)cc([C@H]2CC(=O)c3c(O)cc(O)cc3O2)c1O
ZINC000101153269,O=C(O[C@H]1C[C@@H]2N[C@H](C1)[C@H]1O[C@@H]21)[C@H](CO)c1ccccc1
ZINC000101188294,CC1=C[C@H](O)[C@@H](O)[C@@]2(C)[C@H]1C[C@H]1OC(=O)[C@H](O)[C@@]3(O)[C@@]4(C)OC[C@]13[C@@H]2[C@@H](O)[C@@H]4O
ZINC000101188301,CC1=CC(=O)[C@@H](O)[C@@]2(C)[C@H]1C[C@H]1OC(=O)[C@H](O)[C@@]3(O)[C@@]4(C)OC[C@]13[C@@H]2[C@@H](O)[C@@H]4O
ZINC000101252741,C=C1[C@@H](OC(=O)/C=C/c2ccccc2)CC[C@]2(C)[C@@H]1[C@H](OC(C)=O)[C@@H]1CC(=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C1(C)C
ZINC000101260753,C=C1[C@@H](O)C[C@H](OC(C)=O)[C@@]2(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(C)=O)C[C@@H]([C@@H](OC(C)=O)[C@H]12)C3(C)C
ZINC000101320077,C=C1[C@@H](OC(=O)/C=C/c2ccccc2)CC[C@]2(C)[C@@H]1C[C@@H]1C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C1(C)C
ZINC000101379579,C=C(C)/C=C\c1c(OC)ccc2ccc(=O)oc12
ZINC000101416910,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O[C@]1(c3ccc(O)c(O)c3)Oc3cc(O)cc(O)c3[C@H](O)[C@@H]1O)C2
ZINC000101556410,COc1cc(/C=C2/C(=O)OC[C@H]2Cc2ccc(O)c(OC)c2)ccc1O
ZINC000101579783,CC(=O)O[C@@H]1CC[C@]2(C)[C@H](CC[C@@]3(C)[C@H]2CC=C2[C@H]4CC(C)(C)CC[C@@]4(C)CC[C@@]23C)C1(C)C
ZINC000101677843,C[C@@]12CCC[C@@](C)(C(=O)O)[C@H]1CC[C@@]13C[C@H](CC[C@H]12)[C@H](CO)C3
ZINC000101706220,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@H]5CC[C@]43C)[C@H]2C1
ZINC000101773702,COc1cc(/C=C/C(=O)OC/C=C(\C)CCC=C(C)C)ccc1O
ZINC000101775787,COc1c(O)cc2oc(-c3ccc(O)c(CC=C(C)C)c3)c(OC)c(=O)c2c1O
ZINC000102165645,COc1c(O)cc2oc(-c3cc(CC[C@H](C)COC=O)c4c(c3)CCC(C)(C)O4)c(OC)c(=O)c2c1O
ZINC000102165650,COc1c(O)cc2oc(-c3cc(CC[C@@H](C)COC=O)c4c(c3)CCC(C)(C)O4)c(OC)c(=O)c2c1O
ZINC000102227431,C=CC[C@@]12C=C(OC)C(=O)[C@@H](C1=O)[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H]2C
ZINC000102906449,C[C@]12C[C@@H](O)[C@@H]3C[C@@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@]3(COC(=O)c1ccccc1)C(=O)O2
ZINC000102941999,CCCC#CC[C@@H]1CCC(=O)O1
ZINC000102942001,CCCC#CC[C@H]1CCC(=O)O1
ZINC000102990818,CCCCCCCC(=O)/C=C/c1ccc(O)cc1
ZINC000103148839,CCCCCCCCCCCCCCCC(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
ZINC000103237835,C[C@@H]1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@@]12Cc1c(O)cc3c(c1O2)C(=O)NC3=O
ZINC000103282012,COc1cc([C@H](O)[C@@H](CO)Oc2c(OC)cc([C@@H]3Oc4c(OC)cc(/C=C/CO)cc4[C@H]3CO)cc2OC)ccc1O
ZINC000103293168,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@]12Nc3ccccc3[C@]1(O)CCO2
ZINC000103395327,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@H]5CC[C@]43C)[C@H]2[C@]1(C)O
ZINC000103395330,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]2[C@]1(C)O
ZINC000103540777,CC1=CC(=O)[C@H](O)[C@@]2(C)[C@H]1C[C@H]1OC(=O)[C@H](O)[C@@]3(O)[C@]4(C)OC[C@]13[C@@H]2[C@@H](O)[C@@H]4O
ZINC000103550758,CN1C2=C3N=c4ccccc4=C3CCN2C(=O)c2ccccc21
ZINC000103651436,C=C1CC[C@H]2C(C)(C)[C@@H](OC(C)=O)CC[C@]2(C)[C@H]1CC[C@H]1C(=C)CC[C@H]2C(C)(C)[C@@H](OC(C)=O)CC[C@]12C
ZINC000103974646,COc1c2[nH]ccc3c-2n(c(=O)c1=O)c1ccccc31
ZINC000104532447,CC(C)(O)[C@@H]1Cc2c(cc3cc(CO)oc(=O)c3c2O)O1
ZINC000104532454,CC(C)(O)[C@H]1Cc2c(cc3cc(CO)oc(=O)c3c2O)O1
ZINC000104784456,COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(=O)c5c(O)c(OC)c6c(c(c1C[C@](C)(O)[C@H]6C(C)=O)c23)c54
ZINC000104818056,O=C(O)[C@H]1[C@H]2CC[C@@H](O2)[C@@H]1C(=O)O
