compound_id,smiles
ZINC000033861454,O=C(O[C@@H]1O[C@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]([C@H]2O)[C@H]1O)c1cc(O)c(O)c(O)c1
ZINC000033861486,O=C(O[C@H]1[C@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)O[C@H](CO)[C@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1
ZINC000033861562,O=C(O[C@@H]1O[C@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]([C@@H]2O)[C@H]1O)c1cc(O)c(O)c(O)c1
ZINC000033861564,O=C(O[C@@H]1O[C@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]([C@@H]1O)[C@@H]2O)c1cc(O)c(O)c(O)c1
ZINC000033877662,C=C(C=O)[C@H]1C[C@H](O)C(C)=C1C=O
ZINC000033915527,C[C@@H]1C[C@@H]2CC3=C(CCC(=O)N3)[C@]3(C1)[C@@H]2CCCN3C
ZINC000033953373,C=C(C)C(=O)O[C@H]1C[C@@](C)(O)[C@]2(O)CC[C@](C)(C=C3OC(=O)C(COCC)=C31)O2
ZINC000033954928,C/C=C(/C)C(=O)O[C@H]1[C@@H](OC(=O)CC(C)C)c2c(ccc3ccc(=O)oc23)OC1(C)C
ZINC000033955640,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C/OC)C(=O)OC
ZINC000033955770,CC[C@H](C)C[C@@H](C)/C=C(\C)[C@@H]1O[C@H](c2c(O)c(-c3ccc(O)cc3)cn(C)c2=O)CC[C@H]1C
ZINC000033963476,CCCCCC(=O)CC(=O)/C=C/c1ccc(O)c(OC)c1
ZINC000033970417,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
ZINC000033973264,CC(=O)CC[C@@H]1[C@H]([C@H]2C(=O)CC[C@]2(C)[C@@H](CC(C)C)c2c(O)c(C=O)c(O)c(C=O)c2O)C1(C)C
ZINC000033973265,CC(=O)CC[C@@H]1[C@H]([C@@H]2C(=O)CC[C@]2(C)[C@@H](CC(C)C)c2c(O)c(C=O)c(O)c(C=O)c2O)C1(C)C
ZINC000033985877,C=C(C(=O)O)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1
ZINC000033986103,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
ZINC000033988664,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(C)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
ZINC000034039734,CC1(C)CC[C@]2(C(=O)O)CCC3=C([C@@H](CCl)C[C@H]4[C@@]3(C)CC[C@H]3[C@](C)(C(=O)O)[C@@H](O)[C@@H](O)C[C@@]34C)[C@@H]2C1
ZINC000034056828,C=C1C(=O)O[C@@H]2CC(C)=C([C@@H](C)CCCO)[C@@H](O)[C@H]12
ZINC000034063294,C=CCc1ccc(O)c(Oc2ccc(C(=O)CC)cc2)c1
ZINC000034075136,C=C1C(=O)O[C@@H]2C[C@H]3[C@]4(C)CC[C@H]([C@H](C)CC/C=C(\C)C=O)[C@@]4(C)CC[C@]34C[C@]4(CCC(=O)O)[C@H]12
ZINC000034084649,CC1=C[C@@H](O)[C@H]2C(C)(C)CCC[C@]2(C)[C@@]1(O)CO
ZINC000034109425,C[C@H](C[C@H](O)[C@@H](O)C(C)(C)O)C1=C2C[C@H](O)[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O
ZINC000034109427,C[C@H](C[C@H](O)[C@@H](O)C(C)(C)O)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O
ZINC000034124040,CC(=O)O[C@H]1CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1C
ZINC000034154543,CC[C@H]1[C@@H]2CCN3CC[C@@]4(C(=C2C(=O)OC)Nc2ccccc24)[C@@H]13
ZINC000034161446,CC1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@@](O)(CO)C3
ZINC000034169003,C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1\C(=O)OC[C@H]1O
ZINC000034173918,COc1ccc([C@@H](O)[C@H](C)O)cc1OC
ZINC000034173919,COc1ccc([C@@H](O)[C@@H](C)O)cc1OC
ZINC000034173920,COc1ccc([C@H](O)[C@H](C)O)cc1OC
ZINC000034173921,COc1ccc([C@H](O)[C@@H](C)O)cc1OC
ZINC000034176767,C[C@H](C[C@H](O)[C@@H](O)C(C)(C)O)C1=C2C=C[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O
ZINC000034180361,C[C@H]1C(=O)O[C@@H]2C[C@](C)(O)C(=O)C[C@@H]21
ZINC000034187470,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC=C4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
ZINC000034192001,C/C(C=O)=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C
ZINC000034192003,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C)CO
ZINC000034208814,C[C@H]1[C@H](C(=O)O)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
ZINC000034226592,C[C@H]1OC(=O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C
ZINC000034228313,COc1cc2c(c(OC)c1CC=C(C)C)C=C(c1ccc(O)cc1O)CO2
ZINC000034235782,C=C1CC[C@@H](O)[C@]2(C)CC[C@@H](C(C)C)[C@H](O)[C@@H]12
ZINC000034237066,COc1ccc(/C=C/C(=O)OC/C=C/c2ccccc2)cc1O
ZINC000034239747,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)[C@H](O)CC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
ZINC000034264756,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)[C@H]1O
ZINC000034265092,CC(C)=CC(=O)C[C@H](C)[C@@H]1C=C[C@@](C)(O)[C@H](O)C1
ZINC000034300429,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CCCC(C)(C)[C@@H]4CC[C@]23C)C1(C)C
ZINC000034302797,C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(C)=O)C[C@]1(C)O[C@@]13CC=C(C)[C@H]23
ZINC000034319583,C[C@H]1CCCCCCCc2cc(O)cc(O)c2C(=O)O1
ZINC000034326989,C[C@]1(O)CC[C@]2(O)C(C=O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12
ZINC000034328838,CC1(C)OC[C@H]([C@@](C)(O)CO)O1
ZINC000034329997,COc1ccc(CCCc2ccc(O)cc2)c(OC)c1
ZINC000034345480,C=C(C)[C@@H]1CC[C@]2(C)C(=C(C)C(=O)C[C@H]2O)C1
ZINC000034360982,C=C(C(=O)OC)[C@@H]1CC[C@@]2(C)CCCC(C)=C2C1
ZINC000034412774,CC[C@]1(C)CC(=O)CC(C)(C)N1
ZINC000034412775,CC[C@@]1(C)CC(=O)CC(C)(C)N1
ZINC000034418976,C[C@]12CCC[C@@](C)(CO)[C@@H]1C[C@@H](O)C1=CC(=O)CC[C@@H]12
ZINC000034430431,COc1cc(CO)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000034473665,COc1c2cc(c(OC(C)=O)c1OC)CCCC[C@H](OC(C)=O)CCc1ccc(OC(C)=O)c-2c1
ZINC000034474300,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)OC(C)=O)[C@H]23
ZINC000034518064,CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1Oc2cc3oc(=O)ccc3cc2[C@H]1O
ZINC000034521288,C[C@H]1C[C@@H]2OC(=O)[C@H](C)[C@H]2CC=C1CCO
ZINC000034523935,C=C1COC(=O)[C@]12C[C@]1(C)[C@@H](C)CC[C@H](O)[C@@H]1[C@H]2O
ZINC000034541932,CC1=CC[C@@H]2[C@H](C1=O)[C@H]([C@@H](C)C(=O)O)CC[C@H]2C
ZINC000034546587,COc1ccc(/C=C/C(=O)n2cccc2)cc1
ZINC000034546884,CC1=C[C@H]2[C@@H](CC1)[C@H](C)CC[C@H]2[C@@H](C)C(=O)O
ZINC000034557402,CC(C)[C@H]1CC[C@@]2(C)C(CO)=C[C@@H]1[C@@H]2CO
ZINC000034564537,C=C(C(=O)O)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21
ZINC000034566529,O=C1CC[C@H](CO)C1
ZINC000034598725,CC(=O)O[C@@H]1C(=O)C(C)=CC[C@]12[C@H]1[C@H](C)COC(=O)[C@H]1O[C@@]2(C)O
ZINC000034612334,COC(=O)[C@@H]1C[C@@]23C(=O)[C@@H]4C[C@H]5N(C[C@H]4C)C[C@@H](CCC4=C2[C@@H]1CC4)[C@]53C
ZINC000034614538,CC(=O)C=C=C1C(C)(C)C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@@]1(C)O
ZINC000034620928,COc1cc([C@@H]2Oc3c(O)cc(/C=C/CO)cc3[C@H]2CO)ccc1O
ZINC000034645557,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C1\C[C@H](O)OC1=O
ZINC000034645559,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C1\C[C@@H](O)OC1=O
ZINC000034654216,C[C@@H]1O[C@@H](OC(C)(C)[C@@H]2CC[C@@]3(C)CCC[C@@](C)(O)[C@@H]3C2)[C@H](O)[C@H](O)[C@H]1O
ZINC000034654586,COC(=O)C1=C2CCOC3=C2C2=C1C(=O)[C@]1(O)C[C@H]4N(C[C@@H](CC3)[C@@]24C)C[C@H]1C
ZINC000034676244,N[C@H]1CON=C1O
ZINC000034676245,N[C@@H]1CON=C1O
ZINC000034733778,C[C@@]12C[C@H](O)C[C@@](C)(CO)[C@H]1CCC1=C[C@@](C)([C@@H](O)CO)CC[C@H]12
ZINC000034754473,C=C(C)[C@@H]1CC[C@]2(C)[C@H](CC[C@@H]3[C@@H]([C@]4(C)CC[C@](O)(C(C)(C)O)O4)CC[C@]32C)[C@@]1(C)CCC(=O)O
ZINC000034754474,C=C(C)[C@@H]1CC[C@]2(C)[C@H](CC[C@@H]3[C@@H]([C@]4(C)CC[C@@](O)(C(C)(C)O)O4)CC[C@]32C)[C@@]1(C)CCC(=O)O
ZINC000034770248,N#C/C=C1\C=C[C@H](O)C[C@@H]1O
ZINC000034773231,C[C@@H]1CN2C[C@H]3CCC(=O)C4=C(CCO)CC[C@@]45C(=O)[C@@H]1C[C@@H]2[C@@]35C
ZINC000034849764,CC1=C(C=O)C[C@@H]2[C@@](C)(CCC3=CC(=O)O[C@H]3O)[C@H](C)CC[C@@]12C
ZINC000034887090,N#C/C=C1/C=C[C@@H](O)[C@@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000034926229,Cc1ncc(CO)c(CN)c1O
ZINC000034997037,COc1cc([C@@H]2O[C@@H](c3ccc(O)c(OC)c3)[C@H](C)[C@H]2C)ccc1O
ZINC000035024346,O=C(O)CCCC[C@@H]1SC[C@@H]2N=C(O)N[C@H]12
ZINC000035031806,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@@H](O)C1=CCOC1=O
ZINC000035031812,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@H](O)C1=CCOC1=O
ZINC000035086286,C=C(CO)[C@@H]1CC[C@H]2[C@]3(C)CC[C@H]([C@H](C)CCC=C(C)C)[C@@]3(C)CC[C@]23C[C@]13CCC(=O)O
ZINC000035189279,Cc1cc(=O)oc2c([N+](=O)[O-])c(O)ccc12
ZINC000035241578,C[C@@H](O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C
ZINC000035271475,COc1cc(C[C@H]2CO[C@H](c3ccc(O)c(OC)c3)[C@H]2COC(C)=O)ccc1O
ZINC000035456765,CC1(C)CCC[C@@]2(C)[C@H]1[C@H](OC(=O)/C=C/C=C/C=O)C=C1COC(=O)[C@@]12O
ZINC000035456770,C[C@H](O)C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(=O)[C@]2(O)[C@@]2(C)CCCC(C)(C)[C@H]12
ZINC000035456773,C[C@@H](O)C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(=O)[C@]2(O)[C@@]2(C)CCCC(C)(C)[C@H]12
ZINC000035457329,C[C@H](O)[C@@H](O)/C=C/C=C/C(=O)O[C@@H]1C=C2COC(=O)[C@]2(O)[C@@]2(C)CCCC(C)(C)[C@H]12
ZINC000035464383,CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@H]2[C@@]1(O)CCl
ZINC000035464389,CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]1(O)CCl
ZINC000035464775,COc1cc(O)c(CCC(=O)O)cc1[C@@H]1OC(=O)[C@](C)(O)[C@H]1O
ZINC000035465466,O=C(O)CCCCCCCC(=O)CCC(=O)O
ZINC000035465491,N#CCc1ccc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000035880132,CC(=O)OC[C@@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H]1O
ZINC000035966135,C[C@@]12CC[C@@H](O)[C@@](C)(CO)[C@H]1CC[C@H](CO)[C@H]2CCC1=CCOC1=O
ZINC000036088471,CC1(C)CC[C@]2(C)CC[C@]3(C(=O)O)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
ZINC000036374961,CC(C)(O)[C@H]1Oc2cc3occ(-c4ccc(O)cc4)c(=O)c3c(O)c2[C@@H]1O
ZINC000036378661,C[C@@H]1CC(=O)CC(C)(C)[C@@]1(O)/C=C/[C@@H](CO)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000036378703,COc1c(O)cc2c(=O)oc3c(OC)c(O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)cc4c(=O)oc1c2c34
ZINC000036389499,CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]1CC=C(C(=O)O)CC1
ZINC000036404173,O[C@@H]1CC[C@@]2(O)CCO[C@H]2C1
ZINC000036404734,Oc1ccc(O[C@@H]2CCCCO2)cc1
ZINC000036404735,Oc1ccc(O[C@H]2CCCCO2)cc1
ZINC000036424256,CC(=O)O[C@H]1CCC(C)(C)[C@]2(O)C[C@H](O)[C@H]3C(=O)c4ccoc4C[C@@H]3[C@@]12C
ZINC000036428891,C[C@@H]1O[C@@H](Oc2ccc(C=O)cc2)[C@H](O)[C@H](O)[C@H]1O
ZINC000036435471,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O)C(=O)O
ZINC000036467108,CC[C@H](O)/C=C1\OC(=O)c2ccccc21
ZINC000036467109,CC[C@@H](O)/C=C1\OC(=O)c2ccccc21
ZINC000036468921,C[C@@H]1O[C@@H](Oc2ccc(CO)cc2)[C@H](O)[C@H](O)[C@H]1O
ZINC000036479659,CC(C)=CCC[C@H](C(=O)O)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3
ZINC000036489705,C[C@@H]1CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@]2(C)O)C1(C)C
ZINC000036519535,C[C@]1(O)C[C@@H](O)[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21
ZINC000037613946,C=C[C@@](C)(O)CC/C=C(\C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000037866091,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
ZINC000038139359,C=CC1=C(C)C2=NC1=CC1=NC(=CC3=NC(=CC4=NC(=C2)C(C)=C4CCC(=O)O)C(CCC(=O)O)=C3C)C(C=C)=C1C
ZINC000038139522,COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](O[C@@H]3OC=C[C@H]4[C@H](O)[C@@H]5O[C@]5(CO)[C@@H]34)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O
ZINC000038139549,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)[C@H]3C[C@H]21
ZINC000038139690,COc1cc(/C=C/C(=O)O[C@@H]2[C@@H]3O[C@]3(CO)[C@H]3[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)OC=C[C@@H]23)ccc1O
ZINC000038139717,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@]34C=C[C@]5(C[C@@H](O)CC[C@]5(C)[C@@H]3CC[C@]12C)OO4
ZINC000038139718,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@]34C=C[C@]5(C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)OO4
ZINC000038139762,COc1ccc(/C=C/C(=O)O[C@@H]2[C@@H]3O[C@]3(CO)[C@H]3[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)OC=C[C@@H]23)cc1O
ZINC000038139796,CCCCCCCCCC[C@H](C(=O)O)[C@]1(C(=O)O)CCC(=O)O1
ZINC000038139809,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@@H]1O
ZINC000038141473,CCCCCCCC/C=C\CCCCCCCC(=O)OC
ZINC000038143543,C=C[C@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCC
ZINC000038143574,COc1cc([C@H]2OC[C@](O)(Cc3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c3)[C@@H]2CO)ccc1O
ZINC000038143575,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(O)cc1
ZINC000038143579,COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O
ZINC000038143593,O=C(OC[C@H]1O[C@@H](Oc2ccc(O)cc2COC(=O)[C@]2(O)C=CCCC2=O)[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1
ZINC000038143594,O=C(OC[C@H]1O[C@@H](Oc2ccc(O)cc2COC(=O)[C@@]2(O)C=CCCC2=O)[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1
ZINC000038143702,CC(C)CC(=O)O[C@@H]1OC=C(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2C[C@H](O)[C@@](C)(O)[C@@H]12
ZINC000038143792,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O
ZINC000038143799,COC(=O)C[C@@H]1C(C(=O)O)=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C1=C\COC(=O)/C=C/c1ccccc1
ZINC000038143823,COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O
ZINC000038143866,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2[C@H](OC(C)=O)[C@@H]2[C@](C)(C(=O)OC)C=CC(=O)[C@@]21C
ZINC000038143867,C=C1C[C@@H](O)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(=C)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@@H]12
ZINC000038143889,CC(C)=CCc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O
ZINC000038144567,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
ZINC000038146181,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@@H](C2)N(C)CC3
ZINC000038148193,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(O)c(OC)cc3c1[C@H](C2)N(C)CC3
ZINC000038149089,CC[C@H]1[C@@H]2OC(=O)[C@@H](C)[C@@H]2[C@H]2C[C@@H]([C@@H]3C[C@H](C)C(=O)O3)N3CCCC[C@H]1[C@H]23
ZINC000038152761,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]12)C3(C)C
ZINC000038175116,O=c1c(-c2ccc(O)c(O)c2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12
ZINC000038230161,CC(C)(O)c1ccc2c(c1)[C@H](O)C[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O
ZINC000038231314,CCC/C=C1\OC(=O)C2=C[C@H]3CC[C@]21[C@]1(OC(=O)C2=C1CCC=C2)[C@@H]3CCC
ZINC000038263478,C=C(C)[C@@H]1CC[C@]2(C=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
ZINC000038264323,C=C1C(=O)O[C@@H]2C[C@H](C)C(/C=C/C(C)=O)=CC[C@H]12
ZINC000038266129,COc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1OC
ZINC000038281488,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C
ZINC000038293744,COC(=O)C1=CO[C@@H]2OC[C@]3(O)C=C[C@H]1[C@H]23
ZINC000038294012,CC(=O)c1cc2cc(C(C)(C)O)oc2cc1O
ZINC000038296656,COc1cc2c(cc1O)CC[C@@H]1O[C@@H](c3ccc(O)cc3)C=C[C@H]21
ZINC000038304118,CC1(C)CCC[C@@]2(C)C1=C(O)C(=O)c1cc(O)c(O)cc12
ZINC000038321672,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1[C@H](O)C[C@]2(C)OC(C)=O
ZINC000038321681,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=C[C@H](O)[C@H]12
ZINC000038321990,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5cc(OC)ccc5c4CCN(C2)[C@@H]13
ZINC000038322012,COc1cc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1OC
ZINC000038422844,CCOC(=S)NCc1ccc(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1
ZINC000038426330,COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO)ccc1O
ZINC000038429172,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H](O)C(C)(C)O
ZINC000038431995,C[C@H](C[C@H](O)[C@H]1OC1(C)C)C1=C2C[C@H](O)[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O
ZINC000038431997,C[C@H](C[C@H](O)[C@H]1OC1(C)C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O
ZINC000038433350,CC(=O)O[C@@H]1C(=O)C2=C(C(=O)C[C@H]3C(C)(C)C(=O)CC[C@]23C)[C@]2(C)C(=O)C[C@H]([C@H](C)CCC(=O)O)[C@@]12C
ZINC000038469525,C[C@@H]1O[C@H](O[C@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
ZINC000038514138,C=C1C(=O)O[C@H]2[C@@H](OC(=O)/C(C)=C/C)[C@]3(C)[C@@H]([C@H](OC(=O)C(C)C)[C@@H]12)[C@](C)(O)CC[C@H]3O
ZINC000038515687,C[C@@]12CC[C@]3(C)C4=CC(=O)c5c(cc(O)c(O)c5C=O)[C@]4(C)CC[C@@]3(C)[C@@H]1C[C@](C)(C(=O)O)CC2
ZINC000038516246,COc1cc(O[C@@H]2O[C@H](COC(=O)c3cc(O)c(O)c(O)c3)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1OC
ZINC000038520465,C=C(C)[C@@H]1CC=C2[C@H](CC[C@@]3(C)[C@H]([C@@H](C)CC/C=C(/C)C(=O)O)CC[C@]23C)[C@@]1(C)CCC(=O)O
ZINC000038595403,COC1=CC2=C3C=c4ccc(OC)c(OC)c4=CN3CCC2=CC1=O
